Id,SalePrice
1461,143230.44375145304
1462,165510.13195624092
1463,194054.1143685613
1464,194680.6364925977
1465,193924.89884875203
1466,175461.75840392444
1467,175096.9202420867
1468,170497.25474941154
1469,173587.8539784587
1470,126167.56434907968
1471,201805.99033268035
1472,88815.74131997328
1473,99046.45663548594
1474,145429.9601123315
1475,118711.86315490943
1476,384743.7317761106
1477,269552.7635820274
1478,286490.3528068063
1479,290634.3953442935
1480,500895.72310443164
1481,311373.22691100487
1482,207552.80948175932
1483,178437.50836180098
1484,168851.77599855833
1485,180714.417258574
1486,192547.27006566798
1487,342904.0809411306
1488,234755.52749669782
1489,214458.12519361541
1490,239667.8110336707
1491,190079.34962855253
1492,98721.08964616044
1493,189209.55251376837
1494,268694.9310032473
1495,283721.18886353425
1496,240658.59111302666
1497,187487.55261520573
1498,161812.8624051956
1499,160341.85042635942
1500,152090.48176565923
1501,175479.18554523683
1502,158653.7446208507
1503,293981.73153496813
1504,245195.2741182005
1505,223472.2652859278
1506,177124.70912359966
1507,257100.6847736195
1508,191081.46374103116
1509,163435.5836850356
1510,148867.25256194023
1511,143022.83979120688
1512,166741.07899116696
1513,147214.82774380007
1514,173223.6768310443
1515,208082.88857432688
1516,146423.1866966076
1517,161298.39814469157
1518,129411.3123622089
1519,228451.96200636795
1520,137906.28164355207
1521,139065.07098960673
1522,171240.1090383633
1523,109340.89587838507
1524,117090.66049949979
1525,122667.39969791235
1526,116236.10437020044
1527,110606.71651245153
1528,124776.38020046211
1529,153788.92444674106
1530,161786.9358237097
1531,101106.27692990348
1532,92823.14361336971
1533,152914.92568673939
1534,122220.84297514881
1535,144773.79416262617
1536,112002.09039956534
1537,65720.73128971113
1538,158274.77506217244
1539,174033.6615308002
1540,102196.90143134967
1541,138483.2857322465
1542,142701.5057204889
1543,214318.4521355048
1544,74342.73660983148
1545,111911.23474659027
1546,134989.83772650492
1547,138207.4377763502
1548,139420.13362271094
1549,107261.00022646826
1550,151212.82648845948
1551,103833.493033642
1552,149286.4579407814
1553,161551.99411228418
1554,117002.54881030747
1555,165327.87958116413
1556,83457.22653888071
1557,100697.27867932373
1558,98154.36586193708
1559,89097.39948052756
1560,127794.81258507338
1561,132882.22490881008
1562,123593.6506235604
1563,120051.13880392363
1564,169675.6100472113
1565,152858.87343218215
1566,238387.21532765025
1567,75434.22457983182
1568,228644.95588431493
1569,130421.05850877422
1570,146130.33869672858
1571,120803.89602169243
1572,143668.04464551885
1573,263852.1874280424
1574,117706.47423827529
1575,216602.1824915893
1576,241132.28204029961
1577,204433.66452062535
1578,137062.99675048786
1579,149621.17607905704
1580,195808.90881773087
1581,151538.85318987467
1582,129379.39990714463
1583,330896.36965902505
1584,226888.55615832706
1585,140129.69590167998
1586,73127.29561764898
1587,101857.67126246603
1588,155129.02322983046
1589,100027.55293532216
1590,131297.08235322664
1591,91032.4956678581
1592,112055.18986684566
1593,135085.6356868399
1594,139264.12460920223
1595,102162.22964520931
1596,230216.16955970254
1597,166899.48725226472
1598,197748.50131470285
1599,163217.5234695166
1600,176433.37079119257
1601,66257.43100310808
1602,119404.89338231247
1603,89089.35567056983
1604,256041.86228222062
1605,240712.821469289
1606,165502.41448904775
1607,153393.29600514908
1608,213405.77602437933
1609,199378.5000637397
1610,157479.05631332868
1611,144521.41256993203
1612,169548.6109905951
1613,167189.2392228546
1614,119280.17300811615
1615,85889.34381320192
1616,73391.8810321382
1617,88342.42585217529
1618,122626.58844873734
1619,140323.9025330204
1620,169011.48160510155
1621,135283.29691159932
1622,144353.19523929534
1623,282025.46742627415
1624,218219.37205587712
1625,122538.4818150141
1626,158870.78537508912
1627,193330.2066876601
1628,271220.7714596255
1629,181003.63110298864
1630,372751.01673394674
1631,201691.05128743962
1632,237153.6444433098
1633,177642.79289093328
1634,186528.41781605675
1635,182987.30810268418
1636,156340.88998505886
1637,187152.79137335002
1638,181378.62960430293
1639,183855.03287608185
1640,236989.3595843789
1641,180107.38558556413
1642,237533.26043202673
1643,225491.6541259532
1644,228071.31887459694
1645,201500.23318847653
1646,162988.8596761294
1647,153622.87398748525
1648,134914.2702785025
1649,139333.23549526985
1650,117604.89951481583
1651,123621.1360220033
1652,91055.2433278634
1653,95910.61782791823
1654,150325.58685071295
1655,147577.1052105272
1656,143489.02043089198
1657,150989.46471035498
1658,148721.1376438516
1659,120439.16456730332
1660,150442.00573066724
1661,406845.9418382912
1662,376759.4753791359
1663,388944.24581637786
1664,428731.3888286156
1665,319363.1657742747
1666,321913.58604895696
1667,390749.2639948278
1668,350713.6792005695
1669,284444.36433960486
1670,369399.9954337139
1671,261204.9902640335
1672,461573.54382749146
1673,282965.43572035915
1674,236044.69144910865
1675,190418.2402932512
1676,189156.437051265
1677,221896.20245407097
1678,437465.5004099154
1679,402674.25232029514
1680,333437.46245504037
1681,268177.6044052201
1682,303408.2103814743
1683,173387.97503590948
1684,168617.16339430358
1685,168710.5532674739
1686,168510.23759310652
1687,164943.48188882213
1688,182953.24917428853
1689,191123.1700684236
1690,185953.9151638315
1691,181207.660253202
1692,255043.04255189022
1693,170576.97890975157
1694,183649.7173584935
1695,167117.5094237267
1696,262822.9770841229
1697,169589.65364428118
1698,383784.1190530194
1699,334372.5410376256
1700,249040.9065195888
1701,264517.9382629575
1702,277437.8771583117
1703,270875.25821446965
1704,287459.9496321426
1705,225514.2515218167
1706,409150.86226371623
1707,223296.8008769067
1708,207698.25467033038
1709,280215.0482910229
1710,221161.8853903718
1711,255373.3284053884
1712,273047.103827636
1713,277598.85924012563
1714,209530.36909343867
1715,209682.32780627284
1716,183055.51563270556
1717,163005.5099870432
1718,128930.40382930679
1719,197661.9497505836
1720,245773.88003692502
1721,165877.40027583615
1722,124868.03914801624
1723,157351.41245133054
1724,214899.9696916737
1725,242509.4540314468
1726,185134.40635950788
1727,164755.38766696234
1728,182585.01996368225
1729,167372.98721941424
1730,159321.80379925048
1731,121138.95802172349
1732,131432.89693860753
1733,122935.02306202555
1734,122891.92205927784
1735,133037.61898952344
1736,118448.22094565797
1737,316640.1903254119
1738,214065.54999025277
1739,295589.3090189963
1740,246989.07849787717
1741,199605.88966363267
1742,171498.1006260798
1743,173957.04094570517
1744,332757.96761375346
1745,217252.7432426802
1746,177899.53836064241
1747,217196.62391335578
1748,231341.7560472488
1749,153303.24687176515
1750,127451.39999886732
1751,232912.7160648658
1752,119698.51188438214
1753,142755.10326750958
1754,178510.3821043775
1755,174761.7562532233
1756,138429.28974679703
1757,121156.11638428451
1758,144055.16693848703
1759,154796.46038862554
1760,164866.67020955269
1761,141357.78398741988
1762,193549.2526731419
1763,168560.2447683294
1764,115765.0032204316
1765,160684.60159944877
1766,184489.2261186168
1767,236613.82715541846
1768,139580.4528032915
